x,y,z,label
-0.032,-0.145,1.282,0
-0.046,-0.121,1.27,0
-0.041,-0.185,1.084,0
-0.031,-0.159,1.087,0
-0.048,-0.162,1.257,0
-0.037,-0.165,1.232,0
-0.047,-0.16,1.061,0
-0.047,-0.111,1.272,0
-0.049,-0.109,1.298,0
-0.039,-0.155,1.251,0
-0.036,-0.109,1.227,0
-0.031,-0.194,1.048,0
-0.037,-0.138,1.2,0
-0.033,-0.126,1.134,0
-0.047,-0.11,1.189,0
-0.04,-0.157,1.2,0
-0.047,-0.101,1.07,0
-0.046,-0.155,1.097,0
-0.038,-0.162,1.004,0
-0.031,-0.177,1.068,0
-0.03,-0.11,1.01,0
-0.044,-0.117,1.144,0
-0.05,-0.185,1.212,0
-0.041,-0.199,1.085,0
-0.037,-0.184,1.119,0
-0.038,-0.175,1.23,0
-0.049,-0.127,1.041,0
-0.031,-0.144,1.015,0
-0.031,-0.137,1.112,0
-0.038,-0.188,1.237,0
-0.039,-0.132,1.074,0
-0.034,-0.147,1.111,0
-0.098,0.0,1.645,1
-0.041,-0.173,1.209,0
-0.03,-0.169,1.051,0
-0.035,-0.199,1.059,0
-0.045,-0.153,1.276,0
-0.038,-0.107,1.196,0
-0.049,-0.159,1.087,0
-0.047,-0.169,1.208,0
-0.036,-0.119,1.083,0
-0.047,-0.133,1.152,0
-0.031,-0.108,1.112,0
-0.048,-0.136,1.137,0
-0.044,-0.186,1.105,0
-0.041,-0.17,1.062,0
-0.031,-0.189,1.044,0
-0.038,-0.191,1.068,0
-0.037,-0.16,1.025,0
-0.047,-0.144,1.132,0
-0.044,-0.192,1.144,0
-0.047,-0.148,1.029,0
-0.045,-0.135,1.141,0
-0.033,-0.146,1.069,0
-0.031,-0.175,1.032,0
-0.047,-0.177,1.3,0
-0.049,-0.11,1.212,0
-0.007,-0.025,1.725,1
-0.039,-0.165,1.146,0
-0.032,-0.119,1.131,0
-0.048,-0.123,1.085,0
-0.04,-0.123,1.074,0
-0.043,-0.153,1.263,0
-0.042,-0.161,1.071,0
-0.044,-0.184,1.258,0
-0.037,-0.145,1.021,0
-0.049,-0.124,1.148,0
-0.05,-0.162,1.272,0
-0.035,-0.165,1.3,0
-0.037,-0.167,1.259,0
-0.042,-0.121,1.168,0
-0.039,-0.125,1.141,0
-0.048,-0.184,1.073,0
-0.031,-0.125,1.255,0
-0.031,-0.116,1.28,0
-0.041,-0.181,1.192,0
-0.032,-0.112,1.039,0
-0.04,-0.158,1.124,0
-0.015,-0.175,0.729,1
-0.047,-0.132,1.216,0
-0.047,-0.108,1.294,0
-0.07,-0.469,1.482,1
-0.042,-0.196,1.176,0
-0.048,-0.133,1.18,0
-0.046,-0.199,1.239,0
-0.036,-0.1,1.028,0
-0.048,-0.11,1.128,0
-0.044,-0.133,1.122,0
-0.036,-0.128,1.274,0
-0.048,-0.103,1.165,0
-0.049,-0.163,1.168,0
-0.036,-0.158,1.268,0
-0.043,-0.142,1.098,0
-0.039,-0.11,1.266,0
-0.032,-0.106,1.24,0
-0.048,-0.174,1.011,0
-0.036,-0.108,1.09,0
-0.033,-0.145,1.191,0
-0.037,-0.118,1.142,0
-0.047,-0.179,1.082,0
-0.031,-0.168,1.164,0
-0.039,-0.196,1.257,0
-0.038,-0.122,1.022,0
-0.032,-0.106,1.159,0
-0.04,-0.147,1.27,0
-0.031,-0.191,1.24,0
-0.049,-0.188,1.131,0
-0.046,-0.18,1.221,0
-0.033,-0.101,1.081,0
-0.036,-0.141,1.297,0
-0.033,-0.171,1.233,0
-0.037,-0.182,1.124,0
-0.042,-0.191,1.28,0
-0.032,-0.163,1.052,0
-0.038,-0.12,1.2,0
-0.042,-0.147,1.229,0
-0.047,-0.172,1.081,0
-0.046,-0.2,1.201,0
-0.047,-0.182,1.212,0
-0.045,-0.133,1.298,0
-0.033,-0.153,1.175,0
-0.045,-0.167,1.069,0
-0.039,-0.177,1.204,0
-0.048,-0.152,1.016,0
-0.042,-0.193,1.155,0
-0.03,-0.126,1.274,0
-0.039,-0.136,1.102,0
-0.039,-0.185,1.08,0
-0.036,-0.2,1.001,0
-0.031,-0.119,1.227,0
-0.031,-0.107,1.269,0
-0.033,-0.14,1.202,0
-0.031,-0.172,1.161,0
-0.039,-0.149,1.293,0
-0.043,-0.127,1.125,0
-0.049,-0.163,1.225,0
-0.047,-0.161,1.064,0
-0.046,-0.149,1.228,0
-0.031,-0.124,1.042,0
-0.039,-0.112,1.035,0
-0.042,-0.167,1.089,0
-0.049,-0.157,1.157,0
-0.049,-0.144,1.125,0
-0.031,-0.169,1.293,0
-0.049,-0.172,1.175,0
-0.035,-0.107,1.079,0
-0.032,-0.188,1.24,0
-0.032,-0.111,1.24,0
-0.036,-0.179,1.015,0
-0.038,-0.188,1.084,0
-0.042,-0.192,1.211,0
-0.039,-0.11,1.043,0
-0.045,-0.165,1.167,0
-0.038,-0.133,1.166,0
-0.046,-0.185,1.27,0
-0.037,-0.114,1.165,0
-0.047,-0.182,1.077,0
-0.042,-0.107,1.091,0
-0.033,-0.188,1.242,0
-0.043,-0.142,1.175,0
-0.048,-0.196,1.091,0
-0.039,-0.173,1.278,0
-0.048,-0.137,1.094,0
-0.038,-0.103,1.04,0
-0.046,-0.109,1.294,0
-0.044,-0.109,1.131,0
-0.033,-0.197,1.293,0
-0.048,-0.117,1.22,0
-0.049,-0.178,1.284,0
-0.015,-0.301,1.32,1
-0.031,-0.122,1.249,0
-0.049,-0.131,1.193,0
-0.045,-0.167,1.222,0
-0.071,-0.563,0.692,1
-0.031,-0.182,1.284,0
-0.038,-0.167,1.265,0
-0.044,-0.121,1.139,0
-0.044,-0.163,1.27,0
-0.04,-0.119,1.266,0
-0.03,-0.191,1.075,0
-0.041,-0.167,1.103,0
-0.048,-0.143,1.145,0
-0.04,-0.132,1.268,0
-0.034,-0.14,1.164,0
-0.047,-0.144,1.172,0
-0.037,-0.122,1.031,0
-0.044,-0.189,1.214,0
-0.034,-0.107,1.205,0
-0.044,-0.163,1.053,0
-0.036,-0.133,1.159,0
-0.046,-0.171,1.196,0
-0.044,-0.118,1.193,0
-0.047,-0.123,1.179,0
-0.035,-0.155,1.028,0
-0.049,-0.186,1.244,0
-0.038,-0.149,1.161,0
-0.05,-0.174,1.088,0
-0.049,-0.171,1.112,0
-0.037,-0.13,1.039,0
-0.034,-0.195,1.198,0
-0.045,-0.118,1.134,0
-0.038,-0.177,1.224,0
-0.047,-0.11,1.171,0
-0.037,-0.155,1.039,0
-0.037,-0.129,1.0,0
-0.045,-0.13,1.041,0
-0.038,-0.168,1.08,0
-0.033,-0.157,1.186,0
-0.041,-0.185,1.245,0
-0.045,-0.181,1.123,0
-0.045,-0.135,1.124,0
-0.044,-0.153,1.101,0
-0.035,-0.108,1.091,0
-0.046,-0.172,1.238,0
-0.05,-0.12,1.069,0
-0.037,-0.171,1.277,0
-0.036,-0.153,1.153,0
-0.042,-0.127,1.035,0
-0.033,-0.162,1.04,0
-0.034,-0.17,1.004,0
-0.034,-0.134,1.222,0
-0.032,-0.167,1.099,0
-0.038,-0.185,1.026,0
-0.03,-0.101,1.117,0
-0.031,-0.179,1.271,0
-0.049,-0.177,1.017,0
-0.031,-0.156,1.249,0
-0.049,-0.106,1.229,0
-0.033,-0.193,1.056,0
-0.035,-0.154,1.208,0
-0.038,-0.132,1.163,0
-0.034,-0.185,1.147,0
-0.045,-0.149,1.191,0
-0.045,-0.148,1.174,0
-0.034,-0.193,1.205,0
-0.039,-0.149,1.027,0
-0.039,-0.172,1.196,0
-0.034,-0.109,1.183,0
-0.038,-0.171,1.162,0
-0.035,-0.16,1.159,0
-0.031,-0.191,1.229,0
-0.047,-0.179,1.022,0
-0.04,-0.133,1.098,0
-0.04,-0.197,1.052,0
-0.037,-0.133,1.094,0
-0.038,-0.156,1.091,0
-0.046,-0.182,1.159,0
-0.031,-0.176,1.196,0
-0.031,-0.139,1.133,0
-0.032,-0.12,1.251,0
-0.047,-0.119,1.144,0
-0.038,-0.115,1.151,0
-0.037,-0.162,1.13,0
-0.046,-0.179,1.223,0
-0.041,-0.141,1.195,0
-0.031,-0.116,1.13,0
-0.047,-0.136,1.075,0
-0.041,-0.103,1.063,0
-0.045,-0.138,1.087,0
-0.043,-0.176,1.188,0
-0.049,-0.192,1.22,0
-0.045,-0.181,1.159,0
-0.037,-0.122,1.08,0
-0.039,-0.133,1.198,0
-0.037,-0.17,1.116,0
-0.042,-0.137,1.246,0
-0.034,-0.124,1.011,0
-0.045,-0.119,1.004,0
-0.035,-0.13,1.087,0
-0.049,-0.138,1.155,0
-0.045,-0.145,1.279,0
-0.035,-0.178,1.237,0
-0.078,-0.529,1.498,1
-0.047,-0.189,1.006,0
-0.033,-0.192,1.171,0
-0.043,-0.198,1.239,0
-0.049,-0.154,1.031,0
-0.046,-0.18,1.209,0
-0.045,-0.199,1.078,0
-0.048,-0.119,1.192,0
-0.036,-0.123,1.282,0
-0.033,-0.116,1.171,0
-0.041,-0.196,1.239,0
-0.048,-0.18,1.071,0
-0.048,-0.178,1.242,0
-0.044,-0.141,1.158,0
-0.031,-0.175,1.001,0
-0.041,-0.134,1.198,0
-0.033,-0.154,1.29,0
-0.008,-0.399,0.925,1
-0.044,-0.121,1.249,0
-0.046,-0.139,1.187,0
-0.038,-0.151,1.227,0
-0.043,-0.151,1.033,0
-0.033,-0.176,1.117,0
-0.04,-0.148,1.156,0
-0.044,-0.148,1.278,0
-0.04,-0.185,1.243,0
-0.05,-0.137,1.202,0
-0.04,-0.184,1.109,0
-0.047,-0.167,1.073,0
-0.043,-0.17,1.106,0
-0.046,-0.168,1.223,0
-0.038,-0.118,1.098,0
-0.048,-0.19,1.299,0
-0.044,-0.155,1.246,0
-0.036,-0.152,1.094,0
-0.048,-0.101,1.016,0
-0.048,-0.101,1.02,0
-0.046,-0.153,1.057,0
-0.043,-0.118,1.245,0
-0.042,-0.174,1.105,0
-0.031,-0.163,1.063,0
-0.05,-0.19,1.29,0
-0.041,-0.145,1.29,0
-0.034,-0.12,1.016,0
-0.046,-0.148,1.05,0
-0.035,-0.153,1.195,0
-0.049,-0.123,1.172,0
-0.039,-0.128,1.055,0
-0.043,-0.121,1.01,0
-0.046,-0.139,1.081,0
-0.047,-0.134,1.018,0
-0.031,-0.129,1.213,0
-0.04,-0.171,1.281,0
-0.042,-0.161,1.281,0
-0.038,-0.198,1.272,0
-0.045,-0.149,1.207,0
-0.048,-0.133,1.237,0
-0.036,-0.167,1.123,0
-0.041,-0.113,1.183,0
-0.04,-0.176,1.291,0
-0.044,-0.155,1.022,0
-0.041,-0.154,1.224,0
-0.032,-0.151,1.151,0
-0.048,-0.104,1.007,0
-0.032,-0.107,1.051,0
-0.041,-0.122,1.136,0
-0.031,-0.18,1.071,0
-0.035,-0.198,1.017,0
-0.033,-0.15,1.04,0
-0.044,-0.149,1.115,0
-0.035,-0.148,1.112,0
-0.03,-0.195,1.02,0
-0.038,-0.159,1.085,0
-0.033,-0.125,1.147,0
-0.047,-0.171,1.028,0
-0.05,-0.174,1.08,0
-0.036,-0.172,1.036,0
-0.035,-0.125,1.292,0
-0.033,-0.1,1.096,0
-0.044,-0.15,1.015,0
-0.044,-0.182,1.124,0
-0.036,-0.149,1.061,0
-0.036,-0.145,1.247,0
-0.043,-0.114,1.118,0
-0.043,-0.132,1.172,0
-0.031,-0.106,1.064,0
-0.032,-0.116,1.065,0
-0.031,-0.129,1.14,0
-0.045,-0.121,1.069,0
-0.034,-0.105,1.012,0
-0.042,-0.133,1.008,0
-0.042,-0.142,1.143,0
-0.032,-0.1,1.019,0
-0.042,-0.171,1.161,0
-0.046,-0.13,1.22,0
-0.032,-0.173,1.016,0
-0.033,-0.199,1.201,0
-0.049,-0.137,1.196,0
-0.039,-0.135,1.287,0
-0.045,-0.146,1.015,0
-0.03,-0.105,1.013,0
-0.037,-0.129,1.041,0
-0.045,-0.197,1.297,0
-0.049,-0.118,1.253,0
-0.035,-0.11,1.056,0
-0.034,-0.122,1.291,0
-0.041,-0.113,1.17,0
-0.037,-0.146,1.024,0
-0.044,-0.15,1.238,0
-0.046,-0.12,1.208,0
-0.037,-0.106,1.072,0
-0.035,-0.183,1.026,0
-0.038,-0.145,1.18,0
-0.049,-0.178,1.27,0
-0.032,-0.1,1.281,0
-0.036,-0.146,1.143,0
-0.039,-0.103,1.059,0
-0.049,-0.188,1.148,0
-0.044,-0.192,1.034,0
-0.045,-0.193,1.068,0
-0.034,-0.143,1.013,0
-0.033,-0.183,1.27,0
-0.039,-0.144,1.036,0
-0.047,-0.14,1.065,0
-0.033,-0.141,1.082,0
-0.048,-0.192,1.249,0
-0.046,-0.137,1.068,0
-0.041,-0.114,1.064,0
-0.042,-0.12,1.076,0
-0.05,-0.171,1.038,0
-0.035,-0.175,1.014,0
-0.043,-0.152,1.138,0
-0.047,-0.196,1.204,0
-0.03,-0.173,1.153,0
-0.039,-0.116,1.273,0
-0.047,-0.104,1.092,0
-0.042,-0.159,1.236,0
-0.046,-0.151,1.008,0
-0.04,-0.133,1.169,0
-0.048,-0.144,1.054,0
-0.032,-0.182,1.075,0
-0.05,-0.115,1.002,0
-0.042,-0.152,1.125,0
-0.038,-0.126,1.293,0
-0.041,-0.188,1.256,0
-0.035,-0.145,1.102,0
-0.041,-0.117,1.24,0
-0.038,-0.116,1.097,0
-0.036,-0.102,1.014,0
-0.046,-0.109,1.244,0
-0.045,-0.144,1.196,0
-0.041,-0.196,1.26,0
-0.019,-0.157,1.188,1
-0.046,-0.143,1.116,0
-0.037,-0.135,1.215,0
-0.032,-0.198,1.2,0
-0.036,-0.102,1.263,0
-0.047,-0.188,1.236,0
-0.034,-0.138,1.209,0
-0.039,-0.134,1.202,0
-0.046,-0.15,1.272,0
-0.045,-0.164,1.205,0
-0.041,-0.163,1.018,0
-0.037,-0.133,1.022,0
-0.048,-0.13,1.153,0
-0.047,-0.146,1.079,0
-0.036,-0.118,1.198,0
-0.048,-0.192,1.081,0
-0.048,-0.192,1.045,0
-0.035,-0.122,1.053,0
-0.047,-0.143,1.021,0
-0.032,-0.166,1.246,0
-0.036,-0.179,1.02,0
-0.033,-0.194,1.041,0
-0.04,-0.191,1.174,0
-0.031,-0.127,1.05,0
-0.045,-0.104,1.296,0
-0.034,-0.18,1.032,0
-0.045,-0.158,1.237,0
-0.04,-0.13,1.193,0
-0.036,-0.115,1.129,0
-0.036,-0.184,1.224,0
-0.034,-0.117,1.207,0
-0.047,-0.184,1.241,0
-0.041,-0.195,1.297,0
-0.048,-0.126,1.016,0
-0.041,-0.184,1.004,0
-0.038,-0.13,1.089,0
-0.034,-0.115,1.154,0
-0.041,-0.181,1.207,0
-0.046,-0.18,1.274,0
-0.045,-0.162,1.076,0
-0.047,-0.147,1.189,0
-0.035,-0.155,1.09,0
-0.045,-0.126,1.263,0
-0.049,-0.138,1.224,0
-0.048,-0.151,1.181,0
-0.045,-0.182,1.02,0
-0.037,-0.19,1.104,0
-0.046,-0.144,1.175,0
-0.044,-0.132,1.253,0
-0.043,-0.179,1.14,0
-0.039,-0.116,1.053,0
-0.032,-0.133,1.288,0
-0.04,-0.154,1.295,0
-0.037,-0.17,1.096,0
-0.043,-0.194,1.202,0
-0.038,-0.116,1.038,0
-0.045,-0.173,1.112,0
-0.05,-0.143,1.091,0
-0.048,-0.118,1.124,0
-0.044,-0.13,1.043,0
-0.034,-0.11,1.097,0
-0.041,-0.18,1.131,0
-0.046,-0.109,1.23,0
-0.046,-0.169,1.218,0
-0.047,-0.15,1.209,0
-0.049,-0.176,1.091,0
-0.048,-0.13,1.289,0
-0.042,-0.118,1.217,0
-0.045,-0.118,1.254,0
-0.05,-0.157,1.063,0
-0.04,-0.117,1.241,0
-0.035,-0.187,1.197,0
-0.046,-0.123,1.219,0
-0.04,-0.174,1.04,0
-0.042,-0.131,1.263,0
-0.047,-0.176,1.116,0
-0.031,-0.139,1.281,0
-0.03,-0.187,1.079,0
-0.05,-0.185,1.137,0
-0.038,-0.142,1.022,0
-0.041,-0.121,1.075,0
-0.039,-0.199,1.275,0
-0.045,-0.128,1.246,0
-0.034,-0.103,1.275,0
-0.049,-0.168,1.274,0
-0.036,-0.135,1.128,0
-0.048,-0.195,1.206,0
-0.033,-0.168,1.291,0
-0.039,-0.152,1.288,0
-0.04,-0.115,1.099,0
-0.04,-0.18,1.288,0
-0.043,-0.123,1.001,0
-0.032,-0.113,1.177,0
-0.044,-0.103,1.029,0
-0.036,-0.126,1.153,0
-0.049,-0.11,1.149,0
-0.045,-0.11,1.026,0
-0.05,-0.172,1.292,0
-0.037,-0.152,1.04,0
-0.037,-0.136,1.222,0
-0.041,-0.126,1.165,0
-0.049,-0.155,1.185,0
-0.032,-0.189,1.257,0
-0.038,-0.12,1.235,0
-0.034,-0.17,1.075,0
-0.045,-0.169,1.098,0
-0.049,-0.176,1.294,0
-0.035,-0.106,1.095,0
-0.044,-0.168,1.097,0
-0.046,-0.173,1.272,0
-0.032,-0.168,1.268,0
-0.042,-0.132,1.177,0
-0.037,-0.149,1.108,0
-0.041,-0.154,1.111,0
-0.046,-0.106,1.013,0
-0.044,-0.165,1.193,0
-0.044,-0.126,1.107,0
-0.039,-0.123,1.058,0
-0.034,-0.115,1.223,0
-0.039,-0.172,1.264,0
-0.041,-0.189,1.271,0
-0.037,-0.17,1.191,0
-0.046,-0.129,1.04,0
-0.049,-0.123,1.124,0
-0.039,-0.185,1.155,0
-0.034,-0.175,1.039,0
-0.038,-0.132,1.163,0
-0.045,-0.19,1.208,0
-0.031,-0.143,1.077,0
-0.038,-0.124,1.145,0
-0.04,-0.135,1.26,0
-0.033,-0.155,1.143,0
-0.042,-0.127,1.014,0
-0.032,-0.143,1.228,0
-0.043,-0.136,1.089,0
-0.035,-0.197,1.162,0
-0.03,-0.173,1.237,0
-0.034,-0.133,1.01,0
-0.031,-0.189,1.119,0
-0.036,-0.148,1.215,0
-0.046,-0.159,1.197,0
-0.043,-0.103,1.292,0
-0.038,-0.131,1.052,0
-0.048,-0.173,1.278,0
-0.04,-0.136,1.297,0
-0.047,-0.148,1.019,0
-0.039,-0.149,1.025,0
-0.033,-0.111,1.258,0
-0.044,-0.16,1.251,0
-0.048,-0.142,1.288,0
-0.034,-0.1,1.252,0
-0.037,-0.16,1.2,0
-0.044,-0.159,1.251,0
-0.045,-0.178,1.253,0
-0.043,-0.183,1.221,0
-0.046,-0.132,1.166,0
-0.04,-0.195,1.066,0
-0.031,-0.153,1.133,0
-0.047,-0.166,1.267,0
-0.041,-0.111,1.046,0
-0.049,-0.115,1.256,0
-0.044,-0.112,1.157,0
-0.031,-0.126,1.084,0
-0.046,-0.19,1.081,0
-0.047,-0.104,1.026,0
-0.035,-0.101,1.228,0
-0.039,-0.16,1.05,0
-0.031,-0.109,1.12,0
-0.045,-0.113,1.054,0
-0.041,-0.168,1.191,0
-0.039,-0.138,1.218,0
-0.04,-0.118,1.007,0
-0.046,-0.136,1.114,0
-0.046,-0.112,1.299,0
-0.045,-0.185,1.19,0
-0.04,-0.195,1.066,0
-0.031,-0.166,1.24,0
-0.042,-0.118,1.174,0
-0.032,-0.174,1.084,0
-0.048,-0.118,1.132,0
-0.038,-0.121,1.228,0
-0.039,-0.118,1.026,0
-0.047,-0.147,1.267,0
-0.043,-0.129,1.089,0
-0.048,-0.194,1.161,0
-0.05,-0.109,1.288,0
-0.047,-0.19,1.107,0
-0.044,-0.104,1.025,0
-0.041,-0.194,1.28,0
-0.034,-0.124,1.262,0
-0.043,-0.109,1.122,0
-0.031,-0.118,1.027,0
-0.048,-0.131,1.164,0
-0.036,-0.176,1.182,0
-0.037,-0.173,1.26,0
-0.047,-0.172,1.287,0
-0.049,-0.192,1.119,0
-0.049,-0.135,1.263,0
-0.042,-0.121,1.061,0
-0.039,-0.165,1.256,0
-0.041,-0.158,1.194,0
-0.039,-0.112,1.229,0
-0.046,-0.179,1.138,0
-0.032,-0.189,1.16,0
-0.033,-0.14,1.29,0
-0.047,-0.114,1.297,0
-0.05,-0.158,1.197,0
-0.03,-0.113,1.005,0
-0.045,-0.144,1.234,0
-0.048,-0.109,1.199,0
-0.039,-0.102,1.227,0
-0.036,-0.125,1.055,0
-0.047,-0.151,1.155,0
-0.049,-0.106,1.151,0
-0.031,-0.113,1.159,0
-0.048,-0.186,1.262,0
-0.021,-0.421,0.996,1
-0.043,-0.197,1.003,0
-0.032,-0.142,1.249,0
-0.07,-0.574,1.169,1
-0.035,-0.158,1.096,0
-0.046,-0.151,1.28,0
-0.041,-0.137,1.174,0
-0.047,-0.17,1.188,0
-0.038,-0.138,1.008,0
-0.04,-0.179,1.128,0
-0.041,-0.173,1.236,0
-0.031,-0.14,1.294,0
-0.047,-0.144,1.083,0
-0.044,-0.185,1.148,0
-0.035,-0.175,1.23,0
-0.044,-0.169,1.225,0
-0.033,-0.145,1.01,0
-0.045,-0.161,1.011,0
-0.039,-0.169,1.212,0
-0.037,-0.191,1.033,0
-0.049,-0.127,1.08,0
-0.04,-0.152,1.017,0
-0.037,-0.177,1.238,0
-0.05,-0.131,1.045,0
-0.035,-0.183,1.16,0
-0.031,-0.173,1.098,0
-0.032,-0.151,1.298,0
-0.04,-0.158,1.141,0
-0.037,-0.102,1.199,0
-0.049,-0.187,1.078,0
-0.04,-0.127,1.083,0
-0.034,-0.181,1.028,0
-0.044,-0.148,1.202,0
-0.035,-0.175,1.004,0
-0.043,-0.187,1.223,0
-0.032,-0.2,1.217,0
-0.039,-0.158,1.288,0
-0.047,-0.18,1.12,0
-0.043,-0.122,1.128,0
-0.044,-0.128,1.234,0
-0.035,-0.138,1.213,0
-0.04,-0.195,1.207,0
-0.036,-0.144,1.161,0
-0.032,-0.176,1.236,0
-0.035,-0.193,1.052,0
-0.047,-0.111,1.037,0
-0.036,-0.112,1.011,0
-0.03,-0.126,1.26,0
-0.046,-0.103,1.067,0
-0.047,-0.103,1.227,0
-0.032,-0.168,1.031,0
-0.044,-0.189,1.021,0
-0.042,-0.107,1.215,0
-0.04,-0.139,1.186,0
-0.047,-0.153,1.194,0
-0.041,-0.171,1.294,0
-0.034,-0.18,1.007,0
-0.032,-0.132,1.144,0
-0.046,-0.116,1.046,0
-0.034,-0.126,1.101,0
-0.037,-0.135,1.239,0
-0.046,-0.137,1.043,0
-0.05,-0.175,1.049,0
-0.043,-0.187,1.277,0
-0.047,-0.108,1.001,0
-0.046,-0.15,1.012,0
-0.036,-0.122,1.23,0
-0.039,-0.1,1.29,0
-0.034,-0.128,1.14,0
-0.037,-0.174,1.124,0
-0.03,-0.164,1.148,0
-0.048,-0.126,1.276,0
-0.049,-0.102,1.056,0
-0.04,-0.153,1.007,0
-0.04,-0.196,1.066,0
-0.045,-0.129,1.141,0
-0.037,-0.168,1.185,0
-0.041,-0.192,1.075,0
-0.047,-0.111,1.275,0
-0.038,-0.15,1.144,0
-0.035,-0.116,1.156,0
-0.042,-0.139,1.227,0
-0.03,-0.131,1.123,0
-0.034,-0.189,1.164,0
-0.034,-0.163,1.153,0
-0.05,-0.156,1.254,0
-0.049,-0.191,1.258,0
-0.036,-0.161,1.187,0
-0.045,-0.126,1.236,0
-0.038,-0.14,1.156,0
-0.039,-0.153,1.206,0
-0.044,-0.162,1.246,0
-0.035,-0.143,1.124,0
-0.049,-0.155,1.148,0
-0.034,-0.2,1.255,0
-0.045,-0.108,1.031,0
-0.031,-0.133,1.216,0
-0.042,-0.194,1.047,0
-0.036,-0.191,1.219,0
-0.046,-0.198,1.284,0
-0.036,-0.183,1.148,0
-0.035,-0.149,1.243,0
-0.031,-0.199,1.157,0
-0.042,-0.175,1.246,0
-0.04,-0.143,1.158,0
-0.1,-0.298,1.497,1
-0.04,-0.128,1.148,0
-0.037,-0.164,1.168,0
-0.038,-0.197,1.189,0
-0.034,-0.13,1.09,0
-0.042,-0.184,1.205,0
-0.031,-0.15,1.245,0
-0.04,-0.13,1.199,0
-0.032,-0.134,1.026,0
-0.036,-0.157,1.045,0
-0.033,-0.142,1.083,0
-0.043,-0.179,1.141,0
-0.031,-0.139,1.146,0
-0.032,-0.113,1.177,0
-0.047,-0.194,1.166,0
-0.034,-0.168,1.141,0
-0.044,-0.151,1.248,0
-0.031,-0.123,1.185,0
-0.038,-0.187,1.105,0
-0.033,-0.106,1.213,0
-0.042,-0.199,1.086,0
-0.048,-0.115,1.022,0
-0.033,-0.168,1.214,0
-0.005,-0.16,0.964,1
-0.039,-0.156,1.281,0
-0.04,-0.122,1.077,0
-0.04,-0.189,1.091,0
-0.031,-0.153,1.284,0
-0.046,-0.109,1.227,0
-0.039,-0.131,1.171,0
-0.038,-0.179,1.219,0
-0.033,-0.121,1.238,0
-0.037,-0.106,1.072,0
-0.03,-0.175,1.056,0
-0.032,-0.187,1.249,0
-0.033,-0.155,1.008,0
-0.044,-0.141,1.286,0
-0.039,-0.165,1.272,0
-0.031,-0.186,1.102,0
-0.031,-0.194,1.182,0
-0.03,-0.138,1.202,0
-0.037,-0.172,1.276,0
-0.038,-0.195,1.144,0
-0.037,-0.162,1.136,0
-0.048,-0.145,1.064,0
-0.035,-0.128,1.222,0
-0.04,-0.194,1.266,0
-0.038,-0.14,1.037,0
-0.048,-0.176,1.199,0
-0.033,-0.158,1.078,0
-0.039,-0.164,1.189,0
-0.039,-0.162,1.254,0
-0.045,-0.126,1.203,0
-0.039,-0.14,1.058,0
-0.047,-0.153,1.141,0
-0.048,-0.109,1.135,0
-0.037,-0.19,1.142,0
-0.046,-0.165,1.147,0
-0.04,-0.122,1.033,0
-0.035,-0.149,1.054,0
-0.038,-0.167,1.264,0
-0.035,-0.103,1.048,0
-0.047,-0.155,1.008,0
-0.032,-0.191,1.159,0
-0.046,-0.102,1.023,0
-0.035,-0.187,1.039,0
-0.038,-0.17,1.247,0
-0.049,-0.156,1.205,0
-0.035,-0.101,1.248,0
-0.038,-0.153,1.154,0
-0.041,-0.15,1.203,0
-0.037,-0.184,1.103,0
-0.034,-0.136,1.292,0
-0.048,-0.197,1.103,0
-0.048,-0.121,1.01,0
-0.036,-0.16,1.161,0
-0.041,-0.183,1.155,0
-0.047,-0.194,1.259,0
-0.031,-0.161,1.146,0
-0.048,-0.102,1.276,0
-0.04,-0.172,1.146,0
-0.049,-0.136,1.255,0
-0.036,-0.186,1.109,0
-0.046,-0.142,1.19,0
-0.05,-0.185,1.144,0
-0.049,-0.159,1.275,0
-0.035,-0.137,1.095,0
-0.044,-0.111,1.063,0
-0.049,-0.176,1.084,0
-0.041,-0.13,1.285,0
-0.044,-0.168,1.296,0
-0.034,-0.174,1.062,0
-0.049,-0.111,1.063,0
-0.049,-0.175,1.223,0
-0.047,-0.136,1.055,0
-0.044,-0.165,1.042,0
-0.032,-0.136,1.124,0
-0.037,-0.133,1.099,0
-0.047,-0.102,1.274,0
-0.03,-0.146,1.264,0
-0.041,-0.167,1.291,0
-0.032,-0.182,1.121,0
-0.031,-0.134,1.232,0
-0.049,-0.185,1.147,0
-0.039,-0.112,1.265,0
-0.043,-0.109,1.268,0
-0.033,-0.109,1.024,0
-0.033,-0.133,1.091,0
-0.037,-0.192,1.07,0
-0.041,-0.168,1.064,0
-0.031,-0.153,1.029,0
-0.038,-0.155,1.085,0
-0.04,-0.144,1.205,0
-0.042,-0.112,1.207,0
-0.035,-0.175,1.125,0
-0.047,-0.166,1.202,0
-0.033,-0.189,1.252,0
-0.033,-0.193,1.15,0
-0.033,-0.122,1.254,0
-0.047,-0.119,1.199,0
-0.049,-0.184,1.096,0
-0.047,-0.119,1.268,0
-0.031,-0.141,1.278,0
-0.043,-0.149,1.255,0
-0.035,-0.179,1.028,0
-0.05,-0.167,1.203,0
-0.031,-0.172,1.182,0
-0.045,-0.183,1.273,0
-0.036,-0.127,1.06,0
